mapping_id,record_id,model_id,prompt_variant,seed,line_number,raw_phrase,normalized_phrase,proposed_canonical,confidence,review_flags,fixture
af96e1c1fc7fda8ccccee3c725b9e58357568220861507c49406b1c78546efe5,e49d60d214a335a9bc0c523449feaf6898d5fc50df57098f3fcd402b2c079268,qwen3_5_0_8b_2026,direct,303,6,Collaboration,collaboration,Teamwork,0.91,,True
bf9f7c573fa217b4b2a91a01fb63e4e44cfdce7289715fe43ef6c07142fd4b82,e49d60d214a335a9bc0c523449feaf6898d5fc50df57098f3fcd402b2c079268,qwen3_5_0_8b_2026,direct,303,7,Reservation systems,reservation systems,Reservation systems,0.85,,True
2b4f1c7f97f73835533c85620a3930d086afe25c47364f01f6fb02fcf344c163,e49d60d214a335a9bc0c523449feaf6898d5fc50df57098f3fcd402b2c079268,qwen3_5_0_8b_2026,direct,303,8,Privacy awareness,privacy awareness,Data privacy,0.88,,True
fa1b72fe1bd44972e17fbb414ed6188d93040edbeedf43e896c76a0dfee1f241,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,1,Guest communication,guest communication,Guest communication,0.94,,True
772eece629966fa9aa012cf6d49434c528ea7ed228e5c4b4e2423e0f684a2253,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,2,Complaint handling,complaint handling,Complaint handling,0.86,,True
b3eec040d2dae711077800fe6ac01ba2cbc3a229bf18e1b9e84ea940a07d3942,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,3,Reservation systems,reservation systems,Reservation systems,0.85,,True
dbf6e26845c38f61bc6732d8be60b1f17d5ffceecae370fb91eccc9c279249c7,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,4,Payment processing,payment processing,Payment processing,0.78,,True
9c55c86fb987877205262996abe7158fb2bbe1f3c7c4adbe2022d23ed3a854a8,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,5,Attention to detail,attention to detail,Attention to detail,0.84,,True
9e1629afc130525bdb05f635aa9ce8dfbde8bceace071b31c2017a13db62e8b0,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,6,Multitasking,multitasking,Multitasking,0.97,,True
b6c4d2a4f121dafb9a7200bb2bcba8fd2e208bc03e9ecb1f872d24704707ee1a,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,7,Privacy awareness,privacy awareness,Data privacy,0.88,,True
470fb69e3507b019f0f8b2fc50bcde265f743a3647dfd63877394a53740dba41,ed64932e965398ccd79683144372fcef5d70faba404e2f8cd6b7c6d652427878,qwen3_5_0_8b_2026,task_anchored,303,8,Using AI assistants,using ai assistants,AI literacy,0.91,,True
5bbd116df1b0e964c886d79ae4ef961a81b4c0626b24f56be15e157a904c6682,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,1,Guest communication,guest communication,Guest communication,0.94,,True
12112f3867eb0e028b57a0effb9e0205d2bd290ab7ef998443c39aba1f3da812,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,2,Customer service,customer service,Customer service,0.92,,True
c7028c14c2de68109cede401a5c244ba3b705e2afd95844048d24c8486dd072d,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,3,Problem-solving,problem solving,Problem solving,0.94,,True
e36e0f35203598a3c0c2437413e917b9e054138f676305d27be5938c0b307c6c,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,4,Attention to detail,attention to detail,Attention to detail,0.84,,True
a40e64503f0292ebe30dec55c2b7aba4b58574f84b492ff529b24c72921a5be0,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,5,Multitasking,multitasking,Multitasking,0.97,,True
5487cc3d2b83003d765b87fc528c8af8825b86e5d0940f8ea54d48da97bc68e5,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,6,Team collaboration,team collaboration,Teamwork,0.91,,True
7c8769ba3881515031117af9379e2ae4e3d1fd738a978c1d25034c96c2dd7d70,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,7,PMS proficiency,pms proficiency,Reservation systems,0.85,,True
81d953994f2b3c118231f5c745e904ed3405ae527d0212441088954db12717a0,f0ffa7c33f7feca300fbbcffa14328a605feab891635f48f050a42dc12bc325c,qwen3_5_0_8b_2026,direct,101,8,Data privacy,data privacy,Data privacy,0.88,,True
609c63b7adbc10380c8f5283c5b6f2e67eeffa889adee6edd04c8d4bfdd02cb9,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,1,Guest communication,guest communication,Guest communication,0.94,,True
98bcc73cda642888d63a76337507be84753689569abcdf2651d6957b1ce22d6e,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,2,Hospitality service,hospitality service,Customer service,0.92,,True
f25895e99cd83aebb2a83bb203aced18385ae527a858f2fd2b14fb11e5efd4e6,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,3,Conflict resolution,conflict resolution,Complaint handling,0.86,,True
78d90598be5e3e644160d34188d64c372c7263b80c4de21b72edc6f8efba0d24,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,4,Booking systems,booking systems,Reservation systems,0.85,,True
d39959a7f8311230acceae796b191c05fbd4b80953f9097fef955459cf71502e,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,5,Accuracy,accuracy,Attention to detail,0.84,,True
5ef6297e75705afa38861deaebe2fceb80e55ba6ecddd78a8ebf115761d111e1,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,6,Time management,time management,Time management,0.82,,True
db97158a8f2c7b3606eec967109333e710f6433f1d81f2a92eb0c4ac54c350ea,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,7,Collaboration,collaboration,Teamwork,0.91,,True
4e62732214c81f89b6acbb9f84064aa4e55078aee5143aa1087552aabe898c56,f10a7d7d8e141c88e7a1ff1e72ab6e50e7227aae0de88d759c43ae5442898f02,qwen1_5_0_5b_chat_2024,scenario,202,8,Payment processing,payment processing,Payment processing,0.78,,True
56ac4481cec336d5f8a3ae8973ba6ad7d2b87df39ea5082907d37e7ebc0d5d04,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,1,Guest communication,guest communication,Guest communication,0.94,,True
7725b926413e133a0cda52d78baf46586374d656602abf2b706458cd6ad5ef27,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,2,Hospitality service,hospitality service,Customer service,0.92,,True
50f29810ba96ebe8fcc62048d4ec502aa9578343113c8c004028aff6fd94ba38,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,3,Problem solving,problem solving,Problem solving,0.94,,True
6efa8cd93f7034bdc0a2d39385a8ca58ab4335241fdcddeb309a6042e18018af,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,4,PMS proficiency,pms proficiency,Reservation systems,0.85,,True
bf365f688a18514d85fb3c3725377b176bf3fc7f76308b7085aeaa8700f268b8,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,5,Time management,time management,Time management,0.82,,True
0faf8f045eed6bbec2b5a5bdb6c31caa28fded6eb44eac6db56fab5de44b90b8,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,6,Team collaboration,team collaboration,Teamwork,0.91,,True
307a14d69a82c7b4c9dd90194269000ca381016ae5023668f77be60308c9ef27,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,7,Data privacy,data privacy,Data privacy,0.88,,True
01abe46518fc9becee8d7268dd8e652bb75eea9ac09a54b00f8e63f4899c7f6b,fb07843c788aac74f75216970c9a9d328ad6e812d7fb6bd9d56b0b5a3965eaaa,qwen3_5_0_8b_2026,scenario,101,8,Using AI assistants,using ai assistants,AI literacy,0.91,,True
f713425dc2af731abf7002d732c9e01a633fa83db2dab64ef5379520363b2d3e,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,1,Communication,communication,Guest communication,0.94,,True
ffdf2c657450e8aab2452b04721db588d8a9387230ac1c03eafd2252ab33cbf9,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,2,Guest service,guest service,Customer service,0.92,,True
884badd6696a2ab26b9f1d6b72b0169316f9f6c9458198ab6b8833b4d806107d,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,3,Issue resolution,issue resolution,Problem solving,0.94,,True
896b304f76a8c820081a7ecdce54d6f9c8bc3249afe6344e414cd8d09f3b2d3b,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,4,Accuracy,accuracy,Attention to detail,0.84,,True
c1a739cd7f0e5777680d6265b6b81bffe5538f87e747b689c844a3ac5c04808a,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,5,Multi-tasking,multi tasking,Multitasking,0.97,,True
34927d06b790205966c88090cbf453601fdf42ec8d0fc332641912d624ff5a14,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,6,Teamwork,teamwork,Teamwork,0.91,,True
0223785b3bf8a6124d757957e8f0cd7f06b3a2b2c38b28cc8a0764be4d01106f,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,7,Property management systems,property management systems,Reservation systems,0.85,,True
03b57550505cf96f34d461b49d7a2fca6d2b75ab63fa925653d09e589e6a204f,ff7cb2c7b4ff70d9fa037e262b6eb18f32a3f359f44d67b7052b3575629b3613,qwen3_5_0_8b_2026,direct,202,8,Guest data protection,guest data protection,Data privacy,0.88,,True
