mapping_id,record_id,model_id,prompt_variant,seed,line_number,raw_phrase,normalized_phrase,proposed_canonical,confidence,review_flags,fixture
2f3fd3d81d578c0b7c4f1c93c8f7f7f4e725e19bb58a7adef4c0f3f03a78934e,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,3,Conflict resolution,conflict resolution,Complaint handling,0.86,,True
6f8e9ebf71d0dae1e91d7707797fd562daf958404fc005b7bb37df8dc00cd3c4,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,4,Property management systems,property management systems,Reservation systems,0.85,,True
dc0fba0ae5b55c9d75a3655cd6821771f7172ea0cb2d619a78f0ecdaa40ca54d,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,5,Accuracy,accuracy,Attention to detail,0.84,,True
2b9c15dc8ad4d8a826ac38b9901a961868c3d9d9547c525c2c65183c5f460637,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,6,Prioritization,prioritization,Time management,0.82,,True
802ade5150f81edd550e8cafd288d6d6126bebf1710fbdd6bdc0a0a1d44f5a1d,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,7,Teamwork,teamwork,Teamwork,0.91,,True
4a7115121b758453912ac74ee3d0bbbd5302af22ae8c49778da9e59a0348c603,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,8,Record keeping,record keeping,Record keeping,0.55,unclustered|human_review_required,True
3bf6443ff8b6d22b8ec275d6b29aaf3bafbdc41b169d6f6caecf32a988584b93,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,1,Verbal communication,verbal communication,Guest communication,0.94,,True
26cf64ae50a897a88dd682f69d23a3d4e36a20a350ed5c5a45632eb34463b4fb,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,2,Guest service,guest service,Customer service,0.92,,True
8812c463a0c31a9c777dcd24ea19c300f7fa870a1c7703ea98491a2fa84cd9d0,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,3,Problem-solving,problem solving,Problem solving,0.94,,True
addbaad3a1bac2d7df1ef60dd8426190887a140286fcaf5aaad878ff7a5f7cb2,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,4,Accuracy,accuracy,Attention to detail,0.84,,True
2af8c5af60b53677bac838b3ca4426bd724b6f71edf43691c50f69fd07f9e5d0,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,5,Multi-tasking,multi tasking,Multitasking,0.97,,True
9a6209d70acb5fd4a01b928a59743263e9bf9643a21283a1b0dcc586ad586ef5,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,6,Collaboration,collaboration,Teamwork,0.91,,True
1cddd90ec637148430eb89488f2cb2814e057854c81f1930de17c613db483483,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,7,Payment processing,payment processing,Payment processing,0.78,,True
7d82b4b7c0c8e54cdf6982327c6f35cf6caca22641aa99a058237219f1ed5764,d0443dc184b4a7526e6fbe83e44de971227bc376c45f1f6f87c21526a14e721e,gpt2_2017,direct,202,8,Local knowledge,local knowledge,Local knowledge,0.91,,True
6a3c073fc6822c5bf52c66ea7d6996cd4fb547d938685d224dfa3a3e9fb252ab,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,1,Guest communication,guest communication,Guest communication,0.94,,True
cde2dafbc23b8bc2a8b27cfe85543b1b6a8eacfe172129a9490defc828e207b9,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,2,Hospitality service,hospitality service,Customer service,0.92,,True
10f15cb00e12d525287fbc1a84ac74dc21b00a46f6c2cb2b74b202266a2f6021,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,3,Complaint handling,complaint handling,Complaint handling,0.86,,True
6ad1d5c0106bffb04141bd7ebccf8621e1234d943e2ced9f4748dd5f727787dd,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,4,Reservation systems,reservation systems,Reservation systems,0.85,,True
dad8385bbaead1e671bb68eb9b4add8c77462c36871ea7da2bdb7113cd27c317,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,5,Attention to detail,attention to detail,Attention to detail,0.84,,True
ef5f2beef8818f281aa0c787e46d626f525c53cb67919329b2e4c4f013efcea2,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,6,Multitasking,multitasking,Multitasking,0.97,,True
2f202ed4a7d89da682c983a9bd302aa0fdc3d62084cd96afb9e6438779a738ea,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,7,Collaboration,collaboration,Teamwork,0.91,,True
bf1f51d961b5cb945c209d3454a9b025b4b950a61b192f2af375d997e2991185,d7c7e07067c522368ad68795a67d0d33a0807f530d5d63f92fa3996f34726fdb,gpt2_2017,task_anchored,202,8,Payment processing,payment processing,Payment processing,0.78,,True
5381d917c10e2b2d9d458b5e096c594a42c8eec2c3b2740731da458a6aa18195,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,1,Guest communication,guest communication,Guest communication,0.94,,True
09f1bbb97ee986e3d22393d288b8578c7eea5efcf3be421e7c629db43852bed8,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,2,Handling guest complaints,handling guest complaints,Complaint handling,0.86,,True
1a1fa282cfc7a9420677ca6b6969715d0d513d2450e38497d9b57099b01d96bf,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,3,Property management systems,property management systems,Reservation systems,0.85,,True
b4d97047a6616906dc8f0469ed0990500b6155f6b286ac1be58260399c0937eb,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,4,Payment processing,payment processing,Payment processing,0.78,,True
feb65495bb9f426c48daac75c04c040095a1a45f7255990dcb66e431181864b7,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,5,Attention to detail,attention to detail,Attention to detail,0.84,,True
d3f85ca5b59753f7f179de6d826e16edafcb69197022c4d47d8967bc7d6f3a6e,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,6,Multitasking,multitasking,Multitasking,0.97,,True
41bc5008d98e48d80b1463dedab41c5af059c515696639ae1753e18a3447c9ca,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,7,Guest data protection,guest data protection,Data privacy,0.88,,True
c8e7cf9e289ce0cab8cbbb647ad1c7f7f4546424c4cd0b6070a946d424e48c83,e7fa0d7ac9b6aad67fe11d70d2f30be88799bff8cd9ef7a06f51978e0ed1827b,llama3_8b_instruct_2023,task_anchored,202,8,Artificial intelligence literacy,artificial intelligence literacy,AI literacy,0.91,,True
6acc652923753a00204c93c9bc05967d1876eae22e3907d3af76b4bf364e5c41,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,1,Verbal communication,verbal communication,Guest communication,0.94,,True
9cd1fe43e7479282e8fc3e092b673f86b91d17b87f071c20ec6d04af85218904,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,2,Guest service,guest service,Customer service,0.92,,True
8f515baa5b602c0ea68b615b25fa6e5ef0c2f45061a6bfc7d9d74db1be418b3f,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,3,Handling guest complaints,handling guest complaints,Complaint handling,0.86,,True
d6ce0cc6192b0dc7d7d46c26f2c88f943ae93164f79771a2461d5ea52d88e659,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,4,Booking systems,booking systems,Reservation systems,0.85,,True
fd56524b465e5f98c8bae51b738a24e45cbeff8f0b4b4133ec5c20c79d8ba089,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,5,Multitasking,multitasking,Multitasking,0.97,,True
669fedb78103e865ffadfda99b00bf1d368f6430a52b82d591b0e9b68d47b09d,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,6,Team collaboration,team collaboration,Teamwork,0.91,,True
47ca8bfb9e53d8446f22701904ab1bb69f50aeb8528f538092dde1a256f3f5d8,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,7,Cash handling,cash handling,Payment processing,0.78,,True
de346f5d1537ed023f27c6ac9344c1fddc78477b9a39ac7e08865edb02620e24,edb987508044db59b38c5b8330481f54060995d76f7316dff30aa62e74c94b9c,gpt2_2017,scenario,303,8,Local knowledge,local knowledge,Local knowledge,0.91,,True
